"","x1","text.x","time.x","name.x","party.x","...1","text.y","time.y","name.y","party.y","for_blm","against_blm","topic_blm"
"1060",108718,"Congratulations to Chris Newlan, an eighth-grade science teacher at #Stratford's Wooster Middle School, on this extraordinary national honor!

We're proud to have the best and most inspirational teachers here in Connecticut.",2020-08-10 17:47:35,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1061",29252,"At the request of Mayor Cooper, I am authorizing the National Guard to mobilize in response to protests that have now taken a violent, unlawful turn in Nashville.",2020-05-31 02:09:09,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1062",77066,"COVID-19 has dramatically changed daily life in our state, but it hasn’t changed our obligation to our students.

These devices are vital to student participation and success in distance learning.

My full statement",2020-10-30 22:52:04,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1063",111857,"Public confidence in our law enforcement process is incredibly important now more than ever. A fair and objective process free from real or perceived bias for investigating officer-involved killings is critical. (1/2)",2020-06-24 20:54:45,"Jared Polis","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1064",77202,"Washington is sending some of our best to fight the wildfires still raging in California. 

The more we can support one another through these hard times, the better.",2020-09-23 17:06:20,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1065",176180,"Our stability is fragile, and with cooler weather and flu season comes new challenges. While we are methodical and cautious about easing restrictions, we need to keep using proven measures: wearing a mask, waiting 6 feet apart and washing our hands often.",2020-09-30 18:02:56,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1066",101300,"NEW: Today, I will be signing an executive order allowing the following to reopen at 25%, effective Tuesday, September 1, 2020:
‍‍Gyms
Health Clubs
Indoor Amusement Facilities",2020-08-26 17:06:16,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1067",118837,"While this is an important milestone, I want Vermonters to know there will still be difficult work ahead. This won’t be over immediately, even after we get a vaccine. But there is light at the end of the tunnel. So we need to continue to be vigilant and smart. 6/8",2020-10-23 15:10:43,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1068",122004,"From the beginning of this pandemic, significant investments were made so we could maintain our state’s vast childcare network between March and June — because every parent serves to know their child is safe and well-cared for while they're at work.",2020-06-10 21:50:08,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1069",159573,"Our emergency response to the COVID-19 outbreak stabilized conditions for residents and staff, and we now have an accurate picture of what went wrong and will take immediate action to deliver the level of care that our veterans deserve.
Read more: https://bit.ly/3dBKww9",2020-06-24 17:15:53,"Charlie Baker","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1070",146609,"This is a science-based approach, and I want to thank everyone who participated in our working groups and put so much thought into this effort.",2020-08-04 19:21:40,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1071",108978,"HAPPENING NOW: News briefing to discuss the latest updates on COVID-19
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-06-16 20:00:03,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1072",159637,"As part of our planning for a safe transition to Phase 2, we are releasing restaurant + lodging guidance today.

On Monday I will issue an executive order with further detail that will also enable professional sports teams to begin practice.

#COVID19MA
http://mass.gov/reopening",2020-05-29 18:22:00,"Charlie Baker","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1073",146454,"This is how #COVIDAlertDE works. 
 Here is where you can download it.

App Store: https://apps.apple.com/us/app/covid-alert-de/id1527783171…

Google Play: https://play.google.com/store/apps/details?id=gov.de.covidtracker&hl=en_US…",2020-09-17 23:25:36,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1074",101651,"UPDATE: We’re down to approximately 840,000 outages from a peak of 1.4 million. We’re pressing all the major utilities to restore power as quickly and safely as possible.",2020-08-05 20:05:00,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1075",69253,"This #WorldRefugeeDay, I am grateful for the 65,000 refugees who call Utah home. Refugees help enrich our state through their unique heritage and experiences, and we are proud to call them our friends and neighbors.",2020-06-20 17:49:10,"Gary Herbert","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1076",88999,"The local health department will then notify 
@OHDeptofHealth
 on a weekly basis about newly reported cases in schools, as well as the cumulative casa data for students/teachers. This data will be posted every Wednesday at http://coronavirus.ohio.gov.",2020-08-27 18:22:20,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1077",121801,"Join me in celebrating the 125th anniversary of 
@NIULive
 planting roots in DeKalb, Illinois. Thanks to generations of hard work, you've built a thriving campus and are attracting major investment in your community. As your governor, I have a lot of #HuskiePride!",2020-07-15 21:00:50,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1078",101548,"We’ve lost more than 14,000 of our fellow New Jerseyans to #COVID19.

Remember that. Fourteen thousand.

For them, we must keep up with social distancing and wearing masks.",2020-08-12 17:22:53,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1079",90479,"Today's #COVID19 data dashboard",2020-05-07 18:57:35,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1080",27102,"Gov. Andy Beshear on Tuesday updated Kentuckians on the state’s continuing efforts to fight #COVID19. https://go.usa.gov/xGMxF",2020-10-06 21:44:17,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1081",122169,"Dr. Mirza: How is the state scaling up its contact tracing program?

.
@GovPritzker
: Each county has its contact tracers, but we're using technology to spin up a much greater program across the state. If you're interested in becoming a contact tracer, visit http://dph.illinois.gov/covid19",2020-05-22 21:23:02,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1082",97914,"COVID-19 doesn't discriminate. But we know prolonged exposure without face-coverings – like in high-contact indoor settings – is a significant risk factor. And if we are to safely reopen our schools, and prevent further illness & death, we must eliminate as much risk as we can.",2020-07-13 19:10:13,"Michelle Lujan Grisham","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1083",60854,"The People’s Maps Commission will play a critical role in not only the integrity of the redistricting process, but the integrity our democracy for the next decade. Learn more and apply to serve on the Commission here: http://wisconsin.gov/peoplesmaps",2020-07-15 19:09:31,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1084",131612,"Today’s 
@NASA
 @SpaceX
 #LaunchAmerica mission has been postponed until Saturday due to the weather. 

If only there was something 
@elonmusk
 and I could talk about to pass the time...",2020-05-27 20:48:43,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1085",144541,"Wear a mask for our hospitality and tourism workers. 

#WearItSC",2020-07-03 17:04:00,"Henry McMaster","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1086",77649,"This crisis is going to change our state. But when the dust settles, we will still be standing - and more beautiful than ever. 

#WeGotThisWA",2020-05-19 01:40:14,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1087",45649,"No Pennsylvanian should go hungry.
 
Use this website to find a robust list of food resources, including food bank locations, senior nutrition programs, and more.",2020-08-20 16:03:02,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1088",109175,"Our hearts will forever be with their families for all that they’ve sacrificed.
 Here’s the full video of today’s ceremony: https://youtu.be/D-pJch5i4A8",2020-05-21 23:57:33,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1089",101782,"Great to join 
@Delran_Super
 Brian Brotschul and the Delran School District Restart Committee meeting today along with 
@FirstLadyNJ
. This will not be a normal school year, but we’re committed to ensuring the concerns of students, families, and educators are heard and acted upon.",2020-07-29 21:50:27,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1090",146604,"A new saliva-based testing site has been added at the Harrington Fire Company on Friday, Aug. 7.

Pre-register at: http://delaware.curativeinc.com.

To find a date and testing location near you: http://de.gov/gettested",2020-08-06 17:33:02,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1091",119069,"As we move forward, we’ll continue to adapt our approach based on new facts and the data we track in real time, with the input of our world-class health experts. 9/",2020-08-14 15:12:19,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1092",4314,"With over 50 testing sites, record high hospital surge capacity, reduced number of hospitalized patients, and a drop in the percentage of Georgians testing positive, we are making progress in this war against COVID-19 by working TOGETHER! #gapol",2020-05-05 19:35:04,"Brian Kemp","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1093",30747,"If you're receiving the minimum unemployment benefit ($768/week) and make over $16,500 annually, please contact 
@NHESWorking
 as they need additional information from you to consider increasing your weekly benefit and for you to be eligible to apply for the SELF program. (7/8)",2020-06-25 19:16:21,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1094",129112,"To continue building on the success of Florida’s higher education system, the budget includes historic state operating funding for the Florida College System and State University System at $1.3 billion and $2.7 billion respectively. It does not include any tuition increases.",2020-06-29 22:53:50,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1095",82892,"On the phone with Smithfield employees.

Great questions and good discussion about South Dakota's fight against #COVID19.",2020-05-07 23:37:35,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1096",27985,"Governor Beshear will update Kentuckians on #COVID19 at 5 p.m. ET. Tune in via http://Facebook.com/GovAndyBeshear or  http://youtube.com/GovAndyBeshear. 

#TogetherKy #TeamKentucky #HealthyatHome
 #HealthyatWork",2020-05-11 19:53:44,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1097",114573,"Yesterday, we launched the Show Me Strong Pledge, a program that allows citizens and businesses to display their commitment to minimizing the spread of COVID-19. 

We are not defenseless, and we will get through this together.",2020-07-17 19:56:55,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1098",88683,"Today's briefing is live now at http://ohiochannel.org.",2020-10-06 18:03:31,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1099",90175,"For #Ohio's updated #COVID19 data for today, please visit http://coronavirus.ohio.gov. 

NOTE: Due to technical difficulties, several lab results were not received in time to be counted in the 5/30 update. These counts will be reported on 5/31.

#StaySafeOhio
#InThisTogetherOhio",2020-05-30 18:00:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1100",122209,"Thank you to 
@senatorcastro
 for joining me today. You've been a real champion for your district.",2020-05-19 16:32:21,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1101",27841,"Thank you to 
@Humana
 for making an impact.  

Read more: https://wdrb.com/news/business/humana-pledges-6-5m-toward-completion-of-west-louisville-sports-and-learning-complex/article_b38f0fbc-a5f0-11ea-a144-dfe4988f0713.html…",2020-06-06 17:54:15,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1102",190387,"It's cruel to threaten that ICE would target international students who came to this country to study at our colleges and universities, just because classes are temporarily remote. In Oregon, we welcome the best and brightest.",2020-07-14 17:46:35,"Kate Brown","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1103",135468,"I’m grateful to 
@GovMikeDeWine
 for joining Michigan in a statewide mask mandate. This policy will save lives, plain and simple.",2020-07-22 22:44:07,"Gretchen Whitmer","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1104",39877,"It’s #NationalNursesDay and I want to express my appreciation to all Wyoming nurses and healthcare workers for their tireless commitment throughout this pandemic. Thank you for going above and beyond during this unprecedented time to serve our communities and protect lives.",2020-05-06 15:16:13,"Mark Gordon","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1105",10089,"Join us for the fourth annual Recovery Reinvented at 9 a.m. CT! Looking forward to connecting with 2,500+ virtual attendees throughout the day to discuss North Dakota's efforts around recovery and behavioral health. Tune in at https://recoveryreinvented.com",2020-10-28 13:37:10,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1106",23530,"Grateful for the leadership of 
@AsmShirleyWeber
 and the CA Black Caucus for leading the way on this important issue.",2020-10-01 00:37:04,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1107",103377,"Holding a COVID-19 briefing. WATCH:",2020-05-14 17:00:35,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1108",131703,"Enjoyed being on 
@Outkick
 with 
@ClayTravis
 this morning to discuss the Jazz-Thunder game and our state's response to #COVID19.

Listen in to the full interview 
 
https://youtube.com/watch?v=0i7T523pjNE…",2020-05-01 20:06:43,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1109",90598,"For #Ohio's updated #COVID19 case data, visit 
http://coronavirus.ohio.gov

#InThisTogetherOhio
#StaySafeOhio 
#ResponsibleRestartOhio",2020-05-03 18:05:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1110",108980,"HAPPENING NOW: News briefing with the #CTGeneralAssembly's Bipartisan Women's Caucus regarding the impact of COVID-19 on nursing homes.
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-06-16 14:00:03,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1111",103712,"This is not about legacy fiscal issues. Nor is this a “bailout.”

This is about keeping our police and firefighters, our EMTs and paramedics, and our public health workers, our educators, among many others, on the job and working to get us through this.",2020-05-04 16:12:29,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1112",27565,"We did not end the year with a deficit; we ended up with a $177.5 million surplus. I hope the people of Kentucky know how fiscally responsible this administration is committed to being, especially during this crisis. #TeamKentucky",2020-07-28 17:14:17,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1113",131581,"Our new gaming compacts with the Comanche Nation & Otoe-Missouria Tribe are approved by 
@Interior
. These will:
 Expand gaming opportunities
 Deliver Certainty for gaming fees that support Oklahoma public schools
 Strengthen State-Tribal relationships for generations to come",2020-06-09 21:30:00,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1114",122208,"5/19: COVID-19 Daily Briefing",2020-05-19 19:25:32,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1115",71937,"Personal services and gyms and fitness centers may resume normal operations with social distancing safeguards and cleaning protocols in place.",2020-09-24 19:38:50,"Eric Holcomb","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1116",27022,"Three Kentucky schools have new, state of the art $100,000 fitness centers thanks to 
@BodyByJake
 and the National Foundation for Governors’ Fitness Councils. https://go.usa.gov/x73rH 
 
Watch the virtual ribbon cutting here: 
https://natgovfit.org/dontquit-ky/",2020-10-16 17:50:26,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1117",89119,"Fran and I send our best to State Senator 
@TinaMaharath
. We wish her and her family a quick recovery.",2020-08-18 18:13:14,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1118",4046,"Georgia’s own, 
@IAM_JanelleK
, is right! President 
@realDonaldTrump
 is going to win the Peach State on November 3rd because of “safety, a strong economy, and strong leadership.” RT if you agree! #gapol",2020-10-15 17:43:46,"Brian Kemp","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1119",30783,"Although I had no symptoms, two weeks ago I took a test to see if I was an asymptomatic carrier of #COVID19. My test was negative.

We encourage anyone– whether you have a symptom or not, have been in a crowd over the past week or just left your house for groceries– to get a test",2020-06-18 19:07:54,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1120",60771,"Join us at 1:30 pm for our live media briefing for updates on our COVID-19 response efforts. 

Tune in live at the link below",2020-08-13 18:17:49,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1121",114013,"Missouri awarded for new http://mocareers.mo.gov website. ""Winning this award is validation of how big change is possible within state government through the hard work of dedicated public servants,” said Casey Osterkamp, Division of Personnel Director.",2020-09-26 14:55:00,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1122",176995,"Gov. Cooper and members of the North Carolina Coronavirus Task Force will give an update at 5:00pm. Watch it live here.",2020-05-05 20:56:15,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1123",108699,"#CTGrown",2020-08-14 19:07:22,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1124",27003,"Tonight we light our homes green for all of the Kentuckians taken too soon by COVID-19. Like Ruthie Martinez, a beloved wife, mother, grandmother & teacher, who will be greatly missed. We must do what it takes to save lives and protect against the loss of our people. #TogetherKy",2020-10-19 23:46:33,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1125",190203,"We've seen holidays (Mother’s Day, Memorial Day, July 4th) lead to surges in COVID-19. As you make Labor Day weekend plans, keep your eye on the prize: please don’t let COVID fatigue take us away from our collective goal of fighting this virus.",2020-09-04 22:00:15,"Kate Brown","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1126",176087,"Kristin and I are praying for this family and the Coast Guard community that does so much to keep us safe. The state has offered to assist and will support as needed. - RC",2020-10-24 22:12:05,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1127",23459,"Watch this immediately. This is what a leader looks like.",2020-10-22 04:29:44,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1128",103003,"Thanks to your hard work, we’ve flattened the curve of #COVID19 in New Jersey and are now closer to Stage Two.
 
Join me live tomorrow at 2:30 PM for an important announcement.
 
YouTube: https://youtube.com/njgovernorsoffice…
Twitter: https://twitter.com/GovMurphy
FB: https://facebook.com/governorphilmurphy…",2020-05-31 19:25:08,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1129",27424,"Our decisions are simply about doing the right thing, and making the best recommendations to keep Kentuckians safe. #TogetherKy",2020-08-20 11:55:00,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1130",100628,"Proud to nominate Dr. Angelica Allen-McMillan to serve as Commissioner of the 
@NewJerseyDOE
.
 
Learn more: http://nj.gov/governor/news/news/562020/approved/20201020a.shtml…",2020-10-20 20:34:52,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1131",89405,"This tells us that, overall, the measures to mitigate #COVID19 spread in red counties- increased diligence in social distancing, wearing masks, washing hands, reducing interactions with others outside your household- may be helping to slow the increase in these counties.",2020-07-23 18:30:52,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1132",102265,"Join me live today at 2:30 PM for our daily briefing on #COVID19 in New Jersey.
 
YouTube: https://youtube.com/njgovernorsoffice…
Twitter: https://twitter.com/GovMurphy
Facebook: https://facebook.com/governorphilmurphy…",2020-06-29 14:20:29,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1133",45585,"Myths about #COVID19 are harmful to Pennsylvanians and aren’t true, no matter how often they are repeated.
 
We’re moving forward safely, taking precautions, and following the science.",2020-09-09 12:00:00,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1134",165915,"Have you opted in to DC CAN? The system lets you know if you’ve come into contact with someone who has tested positive for COVID-19.

Watch and share this example of how to opt in via iPhone and Android. It’s secure and easy.

Together, we can stop the spread of COVID-19.",2020-10-25 14:00:01,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1135",100865,"A budget is a reflection of values.

I’m proud of the budget we are enacting today.

We crafted this budget as we fought this pandemic – together.

This is the ultimate walk-and-chew-gum moment, and we rose to meet it.

#NJBudget",2020-09-29 17:09:53,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1136",23789,"CA’s response to #COVID19 is based on science.

That’s why we asked counties that are experiencing high transmission and positivity rates to close down bars & toggle back re-openings.

We will continue to monitor counties across the state & take appropriate action when necessary.",2020-06-29 20:07:13,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1137",103205,"“NJ Sews in Unity” in Westfield has brought together a host of sewers, cutters, and organizers from across Union and Somerset counties. They’ve donated more than 7,500 hand-sewn masks, 120 gowns, and more than 570 other items. #NJThanksYou!",2020-05-20 17:20:28,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1138",45691,"Low-Income Home Energy Assistance Program (LIHEAP) Recovery Crisis Program: http://on.pa.gov/2Egv38N
 PA CareerLink: http://on.pa.gov/2ZW8j6l
 COVID-19 mortgage and rent relief: http://phfa.org/PAcares
 Property tax and rent rebates: http://revenue.pa.gov/PTRR",2020-08-07 14:02:30,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1139",101571,"We still need the federal government to step up and provide direct assistance to us and our fellow states. 

This isn’t about red or blue. 

This is about keeping our nation strong and preventing this recession from falling into a depression.",2020-08-12 17:07:49,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1140",10294,"Kathryn and I extend our deepest condolences to the family of the Grand Forks police officer who made the ultimate sacrifice today in the line of duty.",2020-05-28 03:39:17,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1141",43552,"Teresa and I got our flu shots this morning at the ISU Meridian campus. The drive-thru clinic is open until 5 p.m.",2020-10-03 16:49:53,"Brad Little","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1142",114058,"Exciting day for Jefferson City! Job Centers play a major role in workforce and economic development. Looking forward to the new the opportunities and resources the Capital City Job Center will bring to our citizens.",2020-09-18 19:11:55,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1143",118960,"This won’t be easy, and, like our response on the health side, it will take hard work, creativity, some difficult decisions and all of us pulling in the same direction, united around a shared goal to see Vermont through this once-in-a-century crisis. 10/10",2020-09-11 15:15:26,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1144",46068,"The last two months have been trying. 

I thank all of your for your efforts and remember and honor all those we have lost.",2020-05-22 20:12:05,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1145",23910,"TUNE IN NOW.",2020-05-08 19:06:17,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1146",144435,"Thank you 
@JimDeMint
 for your conservative leadership. We will continue the fight for educational opportunity and choice for low income and special needs parents in South Carolina.",2020-10-08 18:54:24,"Henry McMaster","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1147",103373,"LOOK: The rate of spread continues to SLOW across the state.",2020-05-14 17:13:14,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1148",122338,".
@ILHumanServices
 has also utilized our Illinois Welcoming Centers as a hub for free resources for our immigrant communities, some of whom are also in the Latino community — from emergency funds to provide food & necessities, to enrollment in SNAP & WIC to testing information.",2020-05-06 20:50:59,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1149",153942,"Today’s Supreme Court ruling confirms what we have long known: prejudice and discrimination on any basis, including sexual orientation and gender identity, are not Louisiana values and should never be tolerated. #lagov #lalege 
: https://bit.ly/2Y1s23s",2020-06-15 21:15:20,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1150",159336,"As Thanksgiving approaches, 
@MassDPH
 has issued tips and guidance to help families celebrate safely and responsibly.",2020-10-27 19:47:15,"Charlie Baker","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1151",115113,"I’d like to encourage Missouri’s 2020 graduating seniors!

Tomorrow, I have the very special opportunity to speak at my granddaughter’s high school graduation. As the grandparents of a senior, 
@FirstLadyTeresa
 & I can understand the challenges that many seniors are going through.",2020-05-20 20:19:22,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1152",45411,"Are you ready to vote in the general election?",2020-10-19 12:02:35,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1153",108950,"UPDATE: Daily COVID-19 data in Connecticut

- 45,782 people have tested positive (+27)
- 4,263 people have died (+3)
- 140 people are currently hospitalized (-9)
- 395,590 tests have been reported (+2,115)

For more data, visit http://ct.gov/coronavirus and click Data Tracker.",2020-06-22 20:01:20,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1154",23491,"This is what an OFFICIAL drop box looks like.

This one happens to be in Sonoma County.

These are all across the state. 

In CA, we are making sure voting is safe, easy, and secure.

Find your official drop box here: https://caearlyvoting.sos.ca.gov",2020-10-13 20:45:58,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1155",90597,"This week is Teacher Appreciation Week! 

#Ohio's teachers have always been wonderful, but they have truly gone above and beyond during the #COVID19 crisis. #ThankYou for your dedication! 

#ThankATeacher
#InThisTogetherOhio
@OHEducation",2020-05-04 14:08:28,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1156",82887,"Today I sent letters to two South Dakota tribes asking them to immediately cease interfering with or regulating traffic on US and State Highways and remove all travel checkpoints. (1/3)",2020-05-08 19:38:49,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1157",115046,"So, pass or fail, it is important that we understand the implications of what would be a massive new spending bill out of our already depleted general revenue.",2020-05-26 20:12:05,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1158",30592,"REMINDER: The tuition assistance funding I announced last month for students enrolling this fall at one of NH's community colleges is now available for NH residents to apply online at https://goferr.nh.gov/apply. (/1)",2020-08-04 19:27:29,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1159",133611,"Rebuilding is about more than a storefront – it’s about the vibrancy and vitality of our communities. Grateful our federal partners have stepped in to help. There is a lot of work ahead.",2020-08-06 14:21:28,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1160",176854,"People need to have confidence in their safety for us to reignite our economy. Count on Me NC is an innovative partnership that will help restaurants and businesses protect their customers and employees from COVID-19.",2020-05-22 20:40:55,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1161",153756,"Big news! Stephenson Technologies Corp., 
@LSU
's applied research entity, has won a $25 million federal contract for groundbreaking work to protect Louisiana’s energy infrastructure. #lagov #lalege 
: http://gov.louisiana.gov/index.cfm/newsroom/detail/2602…",2020-07-20 16:30:14,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1162",131284,"I got to meet with 
@OGandE
 line crews last night before they went out for the night shift.

They’re the true Oklahoma Standard — many don’t have power at their homes but are working so hard to help their neighbors. 

Thank you to everyone working to get the power back on! #okwx",2020-10-29 16:20:10,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1163",4096,"Georgians have really stepped up in the fight against COVID-19 and the data proves that our measured approach, which protects people and their paychecks, is working. https://gwinnettdailypost.com/local/health/georgia-touts-promising-trends-in-covid-19-fight/article_ffa6a09f-93a9-5816-a272-9affa4887eb3.html… #gapol",2020-09-09 16:23:48,"Brian Kemp","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"1164",133752,"We’re discussing our Local Jobs and Projects plan, which is part of our effort to build a stronger, more equitable economy. Tune in.",2020-06-16 18:59:10,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"1165",13899,"St. Mary’s Food Bank and the Arizona Coyotes set up a mobile food pantry outside of Gila River Arena to donate food boxes to nearly 500 Arizona families. 
@stmarysfoodbank
 @ArizonaCoyotes
 6/",2020-05-07 18:32:14,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
