,x1,text,time,name,party,for_blm,against_blm,topic_blm
718,139221,"Austin Police Chief's report shows robberies in Austin increased over the past year. Other violent crimes increased in that time too: aggravated assaults were up 18% & murders were up 40%.

Austin is wrong to defund police.

Texas will take action.

http://kvue.com/article/news/crime/ut-student-robbed-increase-robberies-west-campus/269-9a865d7d-d7ed-4dd8-b5e6-ef10b2a123c9…",2020-10-20 3:47:16,Greg Abbott,Republican,0,1,1
719,139225,"Dallas homicides are on track to surpass last year's record-breaking rate. 

And yet Dallas has cut police over time that is needed to deal with violent crime like this. 

My reforms will prevent cities from defunding police. 

We need to #BackTheBlue.",2020-10-13 16:12:33,Greg Abbott,Republican,0,1,1
720,139229,"Austin Police Association says understaffing causes 911 calls to go hours without a response.

This is caused by Austin's cuts to police funding & it endangers lives in Austin.

The State must consider laws that take over policing parts of Austin.",2020-10-12 15:43:19,Greg Abbott,Republican,0,1,1
721,139233,Always great to visit with our brave law enforcement officers. #BackTheBlue,2020-10-10 18:29:51,Greg Abbott,Republican,0,1,1
722,139248,"Property crime rising in Austin.

This is the kind of thing that happens when cities defund and deemphasize police.

Residents are left to fend for themselves.

My plan puts an end to this by requiring cities to fund law enforcement.

#BackTheBlue",2020-10-01 14:15:32,Greg Abbott,Republican,0,1,1
723,139259,"This is good governing:  

Mesquite will cut property taxes, and with smart budgeting they will have funds to hire MORE police officers. 

Thanks Mesquite, Texas, for being such a good example.",2020-09-24 23:43:45,Greg Abbott,Republican,0,1,1
724,139262,"Texas is cracking down on rioting.

The Constitution permits ""peaceable"" protests -- but it doesn't provide the right to riot, rob, loot, set fires or physically harm anyone or any property.

We propose 6 laws that punish rioters & protect communities.",2020-09-24 21:13:50,Greg Abbott,Republican,0,1,1
725,139264,"One of the 10 Most Wanted Fugitives in Texas was captured. 

He is reportedly affiliated with the Bloods gang and was wanted for aggravated robbery and aggravated assault with a deadly weapon. 

Thanks to law enforcement for this arrest.",2020-09-22 17:41:47,Greg Abbott,Republican,0,1,1
726,139271,"I applaud San Antonio for passing a budget that boosts police spending rather than cutting law enforcement spending like some other cities. 

Having well-trained law enforcement is essential to safe communities.",2020-09-17 22:18:35,Greg Abbott,Republican,0,1,1
727,139273,"Experts: Proposed state takeover of Austin police legal, but unprecedented.

Well, these are unprecedented times with cities disrespecting & defunding law enforcement.

We will do what is necessary to keep the Capital City safe.

#BackTheBlue",2020-09-16 0:20:52,Greg Abbott,Republican,0,1,1
728,139275,"Join Texans who are signing the #TexasBacksTheBlue pledge.

Show America that we won’t allow Texas cities to defund police.

That would invite crime & mayhem like we’ve seen in LA, Portland, Seattle &  NY. 

Get the pledge at http://gregabbott.com",2020-09-14 14:20:48,Greg Abbott,Republican,0,1,1
729,139280,"Some want to defund our police — but we can’t allow it. 

I’m calling on every Texan & every candidate for public office to join me in signing a pledge AGAINST defunding police tomorrow at 2 PM CT.

Download the pledge at http://gregabbott.com/backtheblue & share using #TexasBacksTheBlue",2020-09-09 15:16:37,Greg Abbott,Republican,0,1,1
730,139287,"This is the right approach:

Dallas mayor opposes cuts to police overtime.

Instead he wants to defund City Hall bureaucracy.",2020-09-06 1:09:46,Greg Abbott,Republican,0,1,1
731,139288,"This proposal for the state to takeover the Austin Police Department is one strategy I'm looking at. 

We can't let Austin's defunding & disrespect for law enforcement to endanger the public & invite chaos like in Portland and Seattle.

#BackTheBlue",2020-09-03 21:33:59,Greg Abbott,Republican,0,1,1
732,139289,"Any defunding of law enforcement must start at the top.

Any mayor or governor that supports defunding police should lose their security detail.

As Austin reshapes police, will Mayor Adler's security detail be a casualty?",2020-09-02 22:31:01,Greg Abbott,Republican,0,1,1
733,139292,"Remarks by President Trump August 31, 2020 about importance of law enforcement to reduce chaos in cities:

""I spent a lot of time in Texas. And I was with the Governor of Texas, Greg Abbott. He was explaining they wouldn’t put up with it for a minute.""",2020-09-01 7:42:47,Greg Abbott,Republican,0,1,1
734,139298,"It appears to be open season for Gangs, Organized Crime, and Drunk Drivers in Austin.

Austin's defund police budget took an ax to these units.

Texas won't take it.

If we have to, the state will take over law and order in Austin.",2020-08-29 2:59:02,Greg Abbott,Republican,0,1,1
735,139301,"As #HurricaneLaura comes ashore the 
@TexasGuard
 is ready.

Texas Task Forces 1 & 2 
@txtf1
 and the Texas Parks & Wildlife 
@TPWDnews
 are prepared for water rescues.

Texas Department of Public Safety 
@TxDPS
  will patrol the area to assist local law enforcement.

Then, we rebuild.",2020-08-27 2:19:59,Greg Abbott,Republican,0,0,0
736,139307,"A teacher in a Texas public school comparing police officers to the KKK is beyond unacceptable. 

It’s the opposite of what must be taught. 

The teacher should be fired. 

I’m asking the Texas Education Agency to investigate and take action.",2020-08-23 17:30:22,Greg Abbott,Republican,0,1,1
737,139309,"Texas will defund cities that try to defund their police. 

We support law enforcement in Texas. 

#BackTheBlue 

https://fxn.ws/31hz4CZ #FoxNews",2020-08-20 3:25:41,Greg Abbott,Republican,0,1,1
738,139311,"Under my plan any city that defunds police will have their property tax revenue capped at current levels. 

Cities can’t cut law enforcement & then turn around and increase taxes on the residents they just endangered. 

More announcements soon.

#txlege",2020-08-18 17:43:25,Greg Abbott,Republican,0,1,1
739,139312,"Prayers up for these 3 officers shot in the line of duty while responding to 911 call at Texas home.

#BackTheBlue 

https://abc13.com/3-officers-shot-responding-to-911-call-at-texas-home/6373343/… via 
@ABC13Houston",2020-08-17 0:50:15,Greg Abbott,Republican,0,1,1
740,139317,Defunding law enforcement is not the answer.,2020-08-14 0:58:17,Greg Abbott,Republican,0,1,1
741,139372,"Texas Department of Public Safety arrest 2 more after May protests at State Capitol. 

⁦
@TxDPS
⁩",2020-07-17 18:50:23,Greg Abbott,Republican,0,1,1
742,139376,"In Texas we honor the brave law enforcement officers who put their lives on the line to keep our communities safe.

We mourn the loss of these courageous officers who gave their all.

Texas is eternally grateful for their service.

#BackTheBlue
#RGV",2020-07-13 1:42:38,Greg Abbott,Republican,0,1,1
743,139377,"Two of our finest were killed in the line of duty while working to protect residents in their community.

I've spoken with McAllen Police Chief Victor Rodriguez and offered the full support of the State of Texas.

We unite to #BackTheBlue.
#RGV

https://themonitor.com/2020/07/11/two-mcallen-police-officers-suspect-shot/…",2020-07-11 23:51:03,Greg Abbott,Republican,0,1,1
744,139379,"The Texas Department of Public Safety arrested two more people accused of rioting and vandalism during recent protests at the Texas State Capitol.

Peaceful protest is legal.

Rioting & vandalism won't be tolerated.
@TxDPS
 #txlege",2020-07-07 16:14:03,Greg Abbott,Republican,0,1,1
745,139380,"Today we remember the five 
@DallasPD
 officers who were ambushed and killed on July 7, 2016.
 
We will never forget their service and sacrifice.
 
May God bless these heroes and all those who risk their lives to keep us safe. #BackTheBlue",2020-07-07 15:47:49,Greg Abbott,Republican,0,1,1
746,139391,Defund government bureaucracy--not law enforcement.,2020-06-13 16:43:52,Greg Abbott,Republican,0,1,1
747,139404,"Today I joined all 4 U.S. Attorneys in Texas to announce that criminals coming to Texas from out of state to loot or commit crimes that violate federal law will be subject to federal prosecution.

Peaceful protest must be allowed free from agitators.",2020-06-02 0:00:53,Greg Abbott,Republican,0,1,1
748,139438,"Today we honor our brave law enforcement officers who made the ultimate sacrifice on this #PeaceOfficersMemorialDay.

Texas is forever grateful for their service and sacrifice. 

#BackTheBlue",2020-05-15 15:18:14,Greg Abbott,Republican,0,1,1
749,144491,This morning as the flags fly at half-staff please take a moment to remember the life and service of former S.C. Representative Floyd Breeland.,2020-08-18 12:44:08,Henry McMaster,Republican,0,1,1
750,144553,"Proud to stand by Senator Tim Scott today with law enforcement leadership to support his JUSTICE Act, which will provide additional funding and accountability for our criminal justice system.",2020-06-22 21:24:08,Henry McMaster,Republican,0,1,1
751,144554,"will welcome this opportunity to strengthen their effectiveness in protecting the peace and safety of our people.
 
And the public’s confidence will be bolstered with enhanced accountability and transparency for our criminal justice system.

(2/2)",2020-06-17 19:19:48,Henry McMaster,Republican,0,1,1
752,144555,"Senator Tim Scott has provided a great service to the country with his Justice Act. I am confident that the law enforcement officers in South Carolina, which are the finest in the United States,

(1/2)",2020-06-17 19:19:48,Henry McMaster,Republican,0,1,1
753,144566,South Carolinians are well within their rights to publicly and peacefully express anger over the inexcusable taking of George Floyd’s life.  We should all be angry.  There is no excuse for this.,2020-05-30 0:29:23,Henry McMaster,Republican,1,0,1
754,146446,I know law enforcement officers in Delaware. I know they are committed to service and equal justice under the law. The vast majority of officers are in it for the right reasons and want better relationships with the communities they serve.,2020-09-19 15:35:11,John Carney,Democratic,0,1,1
755,146447,It’s not an easy job. That’s been especially true recently - as Delaware and our country continue to have difficult but important conversations about racial justice and systemic inequality.,2020-09-19 15:35:10,John Carney,Democratic,1,0,1
756,146448,Serving as a law enforcement officer requires a significant amount of sacrifice - and a willingness to put your life on the line to protect others.,2020-09-19 15:35:10,John Carney,Democratic,0,1,1
757,146449,"Per U.S. Flag Code, both the U.S. & Delaware flags are to be lowered to half staff due to the passing of U.S. Supreme Court Justice Ruth Bader Ginsburg. Flags are to remain at half staff until the day of Justice Ginsburg’s interment. 
https://news.delaware.gov/2020/09/18/flags-to-be-lowered-for-passing-of-us-supreme-court-justice-ruth-bader-ginsburg/…",2020-09-19 13:27:59,John Carney,Democratic,0,0,0
758,146450,"Justice Ginsburg was a defender of our values as a country, and her leadership will be missed. Her legacy should drive all Americans to continue making progress on issues of equality and justice.",2020-09-19 0:01:45,John Carney,Democratic,0,0,0
759,146451,This is a tremendous loss for our country. Justice Ruth Bader Ginsburg was a leading voice for equality and women’s rights long before she became an associate justice on the U.S. Supreme Court in 1993.,2020-09-19 0:01:45,John Carney,Democratic,0,0,0
760,146506,"Delaware’s Justices of the Peace play an important role in our judicial system. I encourage Delawareans from each county who are committed to public service to participate in the screening process. 
 https://news.delaware.gov/2020/09/03/governor-carney-initiates-justice-of-the-peace-screening-process/…",2020-09-03 21:17:22,John Carney,Democratic,0,0,0
761,146544,The vast majority of law enforcement officers do not condone this behavior. They want better relationships with the communities they serve.,2020-08-26 18:16:52,John Carney,Democratic,0,1,1
762,146545,"Jacob Blake is yet another disturbing, sad, and urgent example of the need to rein in these abuses of power. 

We need to get serious. And we need to include law enforcement in those discussions.",2020-08-26 18:16:51,John Carney,Democratic,0,0,1
763,146582,"I want to thank members of the Delaware Legislative Black Caucus for their leadership on issues around racial justice and law enforcement. 

Our work together will continue.",2020-08-13 20:15:49,John Carney,Democratic,1,0,1
764,146583,This legislation is an important part of a broader effort to improve the relationship between law enforcement and communities of color following the brutal and senseless killing of George Floyd in Minneapolis.,2020-08-13 20:15:48,John Carney,Democratic,1,0,1
765,146584,"Today I signed House Bill 350, which bans the use of chokeholds by all law enforcement agencies in Delaware. 

We have heard the voices calling for change and we are focused on taking meaningful action in Delaware. 

Watch:",2020-08-13 20:15:48,John Carney,Democratic,1,0,1
766,146680,"Col. Zebley has a tremendous track record of leadership at the Delaware State Police over her 28-year career, and she has the trust of community leaders up and down our state. 

Thank you to Col. Zebley for taking on this important challenge and leading our largest police agency.",2020-07-14 16:52:40,John Carney,Democratic,0,1,1
767,146692,"Lt. Col. Zebley has the trust of community leaders not only in New Castle County, but up and down our state. 

I know she will build on the good work of Colonel McQueen to keep Delaware safe and continue to establish trust between law enforcement and the communities they serve.",2020-07-09 18:16:42,John Carney,Democratic,0,1,1
768,146693,"Lt. Col. Zebley has a tremendous track record of leadership at the Delaware State Police, and is the right person to lead our largest police agency.",2020-07-09 18:16:42,John Carney,Democratic,0,1,1
769,146754,"I know law enforcement in Delaware. The vast majority of officers here and across our country serve for the right reasons – to protect and strengthen their communities. They want meaningful change.

Let’s keep working together to move forward.",2020-06-25 15:01:06,John Carney,Democratic,0,1,1
770,146755,"I know that the General Assembly will build on these steps, and I thank legislators for their partnership. 

Thank you to Colonel McQueen and the law enforcement officers of the Delaware State Police for their leadership on this important issue.",2020-06-25 15:01:06,John Carney,Democratic,0,1,1
771,146756,"Talk is cheap. It’s on us to make progress.

As I said last week, these are first steps that we can take administratively to improve the relationship between law enforcement agencies and communities of color in Delaware.

More on Executive Order #41: https://news.delaware.gov/2020/06/25/governor-carney-signs-executive-order-on-law-enforcement-policy/…",2020-06-25 15:01:06,John Carney,Democratic,1,0,1
772,146797,These are first steps that we can take administratively to improve the relationship between law enforcement and communities of color.,2020-06-18 14:08:37,John Carney,Democratic,1,0,1
773,146804,"Over the last several weeks, we have seen largely peaceful protests demanding racial justice and equality across our state. I have spent much of this time listening, and trying to chart a productive path forward. We can make meaningful change, and I believe we will.",2020-06-18 14:08:36,John Carney,Democratic,1,0,1
774,146838,"It’s our obligation as leaders and elected officials to ensure the relationship between law enforcement and communities of color improves. 

And it’s our obligation to address the issues of inequality that are giving rise to racial justice demonstrations in DE and in our country.",2020-06-10 22:22:04,John Carney,Democratic,1,0,1
775,146855,"Thank you to Chief Tracy, Colonel McQueen, Colonel Bond and all the officers of the Wilmington PD, the Delaware State Police, and the New Castle County PD. Our law enforcement officers are committed to working productively with the communities they serve.",2020-06-06 14:57:06,John Carney,Democratic,0,1,1
776,146857,"As your Governor, it’s my responsibility to make sure that we make progress. That we improve relationships between law enforcement and the people of our state.",2020-06-06 14:57:06,John Carney,Democratic,1,1,1
777,146858,"To all the Delawareans who showed up and stayed through the rain to peacefully protest— thank you. I especially want to thank the organizers of Friday night’s demonstration.

I hear you. 

#blacklivesmatter",2020-06-06 14:57:05,John Carney,Democratic,1,0,1
778,146875,"Thank you to all the Delawareans who protested peacefully this weekend to shine a light on racial inequality. Let’s work together, in good faith, to make real progress.",2020-06-01 14:57:24,John Carney,Democratic,1,1,1
779,146876,"Destruction isn’t the way. Random acts of vandalism and violence are counterproductive. Frankly, it’s an insult to the cause.

But the anger is real. I’ve heard that anger and frustration from so many Delawareans in the days since George Floyd’s death. I share that anger.",2020-06-01 14:57:24,John Carney,Democratic,1,0,1
780,146880,I’ve heard the anger and frustration from so many Delawareans in the days since George Floyd’s death. I share that anger.,2020-05-31 1:43:23,John Carney,Democratic,1,0,1
781,146888,"My heart aches to see this senseless loss of life in Minnesota. We need real national leadership - not political division and threats of violence from the President of the United States. 

I continue to think about George Floyd and his family.",2020-05-29 16:44:45,John Carney,Democratic,1,0,1
782,149546,"In these unprecedented times, America needs a strong, decisive leader like President 
@realDonaldTrump
! Tonight President Trump pledged his continued support for our military, our veterans, and law enforcement. That’s how we keep our nation strong, safe, and secure the future.",2020-09-30 2:58:32,Kim Reynolds,Republican,0,1,1
783,151353,"I want to commend and thank the sixteen allied state and local law enforcement agencies that immediately mobilized to assist the Ocean City Police Department in its response to the unruly disturbance over the weekend. 

My full statement:",2020-09-28 19:08:15,Larry Hogan,Republican,0,1,1
784,151408,".
@nbcnews
 | Five years after Freddie Gray unrest, Baltimore sets an example for peaceful protests",2020-06-02 23:19:30,Larry Hogan,Republican,0,0,1
785,151441,"Every single day, I am moved by the selflessness, the unwavering loyalty, and the dedication of Maryland's law enforcement family.",2020-05-11 13:24:54,Larry Hogan,Republican,0,1,1
786,153075,Capt. Davis replaces Col. Kevin Reeves who is retiring after 30 years of service with State Police. Capt. Davis has led an exemplary career in law enforcement and has earned the respect of his colleagues. #lagov,2020-10-30 16:30:15,John Bel Edwards,Democratic,0,1,1
787,153110,I am deeply grateful to Col. Reeves for his decades of dedicated service as the consummate law enforcement professional committed to serving and protecting the people of Louisiana. Public safety has always been his highest priority. #lagov,2020-10-27 18:40:12,John Bel Edwards,Democratic,0,1,1
788,153768,"Please join me today in prayer for his family and for all those who were touched by his works and inspired to get into good trouble, that they may honor his legacy by continuing to fight to correct the injustices in our communities. #JohnLewis #lagov",2020-07-18 15:26:16,John Bel Edwards,Democratic,0,1,1
789,153921,"Honoring Juneteenth gives us all an opportunity to develop a greater and deeper understanding and appreciation of the experiences of African Americans. As we take time to reflect today, may we all recommit ourselves to the ongoing fight for equity and justice. #lagov #lalege",2020-06-19 16:42:27,John Bel Edwards,Democratic,1,0,1
790,153922,Juneteenth is a celebration of freedom and justice and it is a reminder of the strength and resolve of African Americans throughout history. #lagov #lalege,2020-06-19 16:42:27,John Bel Edwards,Democratic,1,0,1
791,153957,"The past several weeks have been a painful reckoning in our country and our state. The conversations we are having – on campuses, in board rooms and at our own kitchen tables – since the senseless death of George Floyd are long overdue. #lagov #lalege",2020-06-11 20:58:32,John Bel Edwards,Democratic,1,0,1
792,153958,We cannot change what has happened in the past and this does not erase a history of racial injustice. But we can choose to no longer glorify a time of racial segregation or those who sought to discriminate against our African American brothers and sisters. #lagov #lalege,2020-06-11 20:58:32,John Bel Edwards,Democratic,1,0,1
793,153972,"Auto insurance rates are too high in Louisiana and insurance companies can still legally increase rates based on a person’s gender, credit score & marital status. While these injustices remain, I am happy that we have crossed being deployed off of the list. #lagov #lalege",2020-06-09 19:47:15,John Bel Edwards,Democratic,0,0,0
794,154058,A statement from Gov. Edwards on the death of George Floyd. #lagov #lalege,2020-05-30 17:30:21,John Bel Edwards,Democratic,1,0,1
795,154066,"Trooper Baker’s memorial service will begin at 10:30 a.m. Please continue to keep Trooper Baker, his family, friends, and law enforcement colleagues in your thoughts and prayers during this difficult time. #lagov #lalege",2020-05-28 15:15:07,John Bel Edwards,Democratic,0,1,1
796,154119,"As #NationalPoliceWeek comes to an end, I again want to extend my gratitude to the law enforcement officers who keep Louisiana safe. We are indebted to those in blue who risk their lives every day to serve and protect and to the officers we have lost in the line of duty. #lagov",2020-05-16 19:30:00,John Bel Edwards,Democratic,0,1,1
797,154122,"In honor of those who have lost their lives in the line of duty, I have proclaimed today as Peace Officers Memorial Day in Louisiana. The prayers of the people of Louisiana are with all law enforcement officers, those who have made the ultimate sacrifice & their families. #lagov",2020-05-15 23:00:49,John Bel Edwards,Democratic,0,1,1
798,154141,"On #NationalPoliceWeek, we honor the men and women in blue who run toward danger and we honor those who have lost their lives in the line of duty. 
@FirstLadyOfLA
 and I are grateful for all of the law enforcement officers who serve and protect the people of our great state. #lagov",2020-05-13 15:01:41,John Bel Edwards,Democratic,0,1,1
799,159416,"I am shocked and deeply saddened by the passing of Chief Justice Ralph Gants. 

He was a dedicated public servant of the highest order and sought to do justice his entire 40-year legal career. He led the Supreme Judicial Court with intelligence, integrity and distinction.",2020-09-14 20:13:05,Charlie Baker,Republican,0,0,0
800,159489,"The Boston Marathon bombing was an act of terrorism that devastated families and residents across the Commonwealth and beyond. 

Victims and their families deserve justice and I hope this case is prosecuted to the fullest extent of the law.",2020-08-01 0:00:56,Charlie Baker,Republican,0,0,0
801,159538,"I was proud to stand with @MA_BLLC Chair Rep. Carlos González when we filed our bill to address police accountability and transparency.

I agree with his recent statement to me framing the opportunity before us and the key elements we need to enact to address this urgent issue.",2020-07-13 15:17:35,Charlie Baker,Republican,1,0,1
802,159590,"This bill will create a more modern, transparent and accountable system for law enforcement credentialing and training. It will provide police departments the tools to build trust + strong relationships with every community across the Commonwealth, at a time when we need it most.",2020-06-17 21:23:41,Charlie Baker,Republican,1,0,1
803,159591,"Today 
@MassLtGov
, 
@EOPSS
 Sec. Turco and I joined  members of the @MA_BLLC to announce a bill creating a framework for certifying Massachusetts law enforcement officers, supporting accountability + access to records, and promoting training so officers can better serve communities.",2020-06-17 21:23:41,Charlie Baker,Republican,1,0,1
804,159621,"This afternoon at 3:45 PM, while meeting with the @MA_BLLC, we are joining the 
@0ACP
 and people across the country for a moment of silence to honor the life of George Floyd. Please join us in spending 8 minutes and 46 seconds to remember him and reflect on this moment.",2020-06-04 19:37:22,Charlie Baker,Republican,1,0,1
805,159626,"And to the men and women in uniform for doing your jobs, thank you. MA is united against violence and injustice and we can and must make progress.

The illegal behavior perpetrated by cowards to destroy businesses and injure law enforcement is unacceptable and must be prosecuted.",2020-06-02 21:38:26,Charlie Baker,Republican,0,1,1
806,159636,"The murder of George Floyd at the hands of police was a horrible tragedy - one of countless tragedies to befall people of color across the United States. The vast majority of protesters today did so peacefully, toward a common goal of promoting justice and equality.",2020-06-01 3:48:25,Charlie Baker,Republican,1,0,1
807,165913,"1/ I join with Catholics throughout DC and the world in celebrating the elevation of Archbishop Wilton Gregory to cardinal by Pope Francis. His appointment, at this critical moment in history, is recognition of the urgent need to fight racism and focus on harmony and justice.",2020-10-25 21:36:47,Muriel Bowser,Democratic,0,0,0
808,166151,"1/ We have lost a champion of justice, an icon and patriot, a woman who lived the concept of building a more perfect union. Justice Ruth Bader Ginsburg fought for us until the very end, and it is that fighting spirit –",2020-09-19 0:43:32,Muriel Bowser,Democratic,0,0,0
809,166222,"3/ It is fitting that as Americans nationwide take to the streets to protest for a fairer and more just America, there would be heightened attention for increasing access to our nation’s democracy.",2020-09-09 20:37:29,Muriel Bowser,Democratic,1,0,1
810,166321,"4/ Later that year, Sgt. Ryan & Kylie were honored as winners of the 2019 annual Cafritz Foundation Award for Distinguished DC Government Employees. Today, they continue to assist law enforcement partners, locally & nationally, in helping families find loved ones.",2020-08-26 14:36:40,Muriel Bowser,Democratic,0,1,1
811,166343,"5/ IJLS offers one-time grants of up to $400k to CBOs with a current and valid 501(c)(3) status, as well as private orgs, associations, and law firms that offer pro bono talent or skilled immigration attorneys and legal professionals to provide immigrant justice legal services.",2020-08-24 19:18:54,Muriel Bowser,Democratic,0,0,0
812,166398,"Today, we honor the women who stood for justice in the face of oppression, and commit to the work that’s left to achieve true equality.

In DC, we don’t just say women can be strong leaders… We show our young girls that women ARE strong leaders.

#19thAmendment, #WomensVote100",2020-08-18 16:09:58,Muriel Bowser,Democratic,1,0,1
813,166579,"4/ in an individual capacity or as part of a group, participated in the oppression of African Americans and/or other communities of color, or contributed to the nation’s history of systemic racism and other biases.",2020-07-23 15:55:33,Muriel Bowser,Democratic,1,0,1
814,166598,"All extraordinary federal law enforcement and military presence needs to be withdrawn from American cities 
@realDonaldTrump
.",2020-07-22 2:34:50,Muriel Bowser,Democratic,1,0,1
815,166630,4/ The fearlessness with which he sought justice and fairness must serve as a constant reminder that we should each be much more afraid to do nothing when we know we must do something.,2020-07-18 3:53:33,Muriel Bowser,Democratic,1,0,1
816,166632,"2/ We knew John Lewis as the conscience of Congress, but often, he felt more like the conscience of our nation, the conscience of a generations-long movement to deliver on the promise of equal justice and equal opportunity.",2020-07-18 3:53:32,Muriel Bowser,Democratic,0,0,0
817,166707,6/ and where calls for police service have increased by 21 percent in the last decade alone. These reductions will be felt across all eight wards.,2020-07-07 13:30:27,Muriel Bowser,Democratic,0,1,1
818,166709,"There’s youth in our city who know that a brighter future starts with caring deeply about their communities. 

Thank you 
@DYRSDC
 youth and 
@DCDPW
 for making sure Black Lives Matter Plaza continues shining.",2020-07-06 17:39:04,Muriel Bowser,Democratic,1,0,1
819,166714,1/ The public's help is dire in bringing to justice the perpetrators of the horrendous killing of 11-year old Davon McNeal.,2020-07-05 19:00:32,Muriel Bowser,Democratic,0,0,0
820,166754,"3/ It is past time to fix this injustice. It is true that DC is more brown and more liberal than many other states. But the issue of taxation without representation was settled more than 200 years ago through the Declaration of Independence,",2020-06-26 19:16:54,Muriel Bowser,Democratic,0,0,0
821,166805,"The fight for statehood cannot be separated from the fight for racial justice. Recent events show why it’s more important than ever for the District to become the 51st state. Let’s end taxation without representation. 

#DCStatehood now.",2020-06-22 2:35:27,Muriel Bowser,Democratic,0,0,0
822,166818,"Rise for the work of those that came before us. Rise for generations to come. And, if you’re down, rise. We’re still marching for freedom. We’re still waiting for justice. We’re still transforming institutions. And, if you’re down, know that together we will rise.

#Juneteenth",2020-06-19 12:27:34,Muriel Bowser,Democratic,1,0,1
823,166855,"The fight for statehood cannot be separated from the fight for racial justice. Help us push, more unified than ever before, for the District to become the 51st state. #DCStatehood",2020-06-16 18:53:20,Muriel Bowser,Democratic,0,0,0
824,166874,"Black Lives Matter Plaza is a place for healing and strategizing, protest and redress.

Thank you to the artists, DPW employees, residents, and demonstrators who continue fighting for change. Together, we stand to say it loud and proud: #BlackLivesMatter",2020-06-12 18:36:21,Muriel Bowser,Democratic,1,0,1
825,166899,"We’ve walked this path before, and will continue marching on, hand in hand, elevating our voices, until justice and peace prevail. 

Thank you for joining me at Black Lives Matter Plaza, in front of the White House, 
@repjohnlewis
.",2020-06-07 12:58:26,Muriel Bowser,Democratic,1,0,1
826,166911,"Breonna Taylor, on your birthday, let us stand with determination. 

Determination to make America the land it ought to be.",2020-06-05 16:30:12,Muriel Bowser,Democratic,1,0,1
827,166912,The section of 16th street in front of the White House is now officially “Black Lives Matter Plaza”.,2020-06-05 15:32:06,Muriel Bowser,Democratic,1,0,1
828,166921,"2/ Our power DC, is in who we are as a city. We show up, we get heard, and we hold hands through tough times. Count on each other and on us to move our country forward. On my commitment to take steps to continually improve police community relations.",2020-06-04 1:28:33,Muriel Bowser,Democratic,1,0,1
829,166927,"6/ Nor have I requested any additional law enforcement assistance from neighboring jurisdictions. Further, I have not requested any military forces that the President has deployed in the District.",2020-06-03 21:55:15,Muriel Bowser,Democratic,1,0,1
830,166929,"4/ However, in multiple areas throughout the District of Columbia, numerous businesses, vehicles, and buildings have been vandalized, burned, or looted. This destruction is not representative of peaceful protest or individuals exercising their First Amendment rights.",2020-06-03 21:55:15,Muriel Bowser,Democratic,0,1,1
831,166931,"2/ For the past several nights, our police, firefighters, and members of the public safety team for Washington, DC, have been working to make sure people may exercise their First Amendment and voting rights,",2020-06-03 21:55:14,Muriel Bowser,Democratic,0,1,1
832,166934,1/ Our police force is here to protect your First Amendment rights. They're your protectors. If while you’re peacefully demonstrating you experience or observe police misconduct please contact the office of police complaints: 866-588-0569.,2020-06-03 20:26:07,Muriel Bowser,Democratic,0,1,1
833,166965,"Our police department in Washington, DC will always protect DC and all who live and visit here. That's exactly what we did yesterday and last night. There's no police dept in the nation better prepared to safely support Americans exercising their first amendment rights than ours.",2020-05-30 18:04:02,Muriel Bowser,Democratic,0,1,1
834,176267,"Today, 65 years after the horrific lynching of Emmett Till, racism and violence toward Black people are still far too prevalent. As we reflect on this and other unjust killings, we must also listen to the people across our state and country calling for change and racial justice.",2020-08-28 15:02:23,Roy Cooper,Democratic,1,0,1
835,176696,This task force sets a path to eliminate the systemic racial bias in the criminal justice system. They will look at the best ways to fix that bias and then focus on implementing those strategies.,2020-06-10 15:02:30,Roy Cooper,Democratic,1,0,1
836,176699,"They know that for our law enforcement and criminal justice systems to work, people must have faith and trust in them. And they realize that too many do not. I’m hearing the same things from people who work in our court system who know that changes must be made there as well.",2020-06-09 19:09:25,Roy Cooper,Democratic,1,0,1
837,176700,It’s critical that our state law enforcement be leaders in repairing this breach. They have a tough job and I’m grateful for so many of them who are doing their best to protect and serve with fairness. Many are now acknowledging that systemic and cultural changes must be made.,2020-06-09 19:09:02,Roy Cooper,Democratic,1,1,1
838,176701,"This review along with recommendations of the Task Force can determine changes that need to be made to ensure that our state law enforcement agencies are providing equitable, high-quality service while prioritizing the safety of all North Carolinians.",2020-06-09 19:08:32,Roy Cooper,Democratic,1,1,1
839,176703,"To begin taking action in state government, 
@NCPublicSafety
 Secretary Erik Hooks has directed all state law enforcement agencies under the department to ensure they have a clear duty-to-intervene policy. That means if they see a fellow officer doing wrong, they must step in.",2020-06-09 19:07:57,Roy Cooper,Democratic,1,0,1
840,176704,"Taking on issues of race & discrimination is difficult and often uncomfortable. That’s why we need everyone – local governments, police departments, sheriffs, judges, prosecutors, civil rights leaders, legislators & community members— to weigh in and be committed to real change.",2020-06-09 19:07:38,Roy Cooper,Democratic,1,0,1
841,176706,"Their work will examine law enforcement and criminal justice practices, make concrete recommendations for how to make real improvements, and then submit a report to me by December 1.",2020-06-09 19:06:56,Roy Cooper,Democratic,1,0,1
842,176707,"They will convene a wide range of stakeholders including: community policing advocates, state & local law enforcement agencies, people who have gone through and been affected by the justice system, judicial branch representatives, people from marginalized populations and more.",2020-06-09 19:06:43,Roy Cooper,Democratic,1,0,1
